series_id,group_id,surface,run_id,run_pos
398,16,hard_tiles_large_space,29,22
399,15,soft_tiles,14,56
400,0,concrete,2,18
401,12,concrete,8,1
402,18,soft_pvc,18,213
403,32,concrete,25,2
404,12,concrete,8,37
405,21,soft_tiles,28,46
406,4,soft_tiles,0,54
407,29,soft_pvc,6,42
408,20,concrete,25,59
409,3,soft_pvc,18,94
410,11,tiled,31,5
411,11,tiled,31,18
412,34,soft_pvc,23,24
413,18,soft_pvc,18,196
414,31,concrete,32,26
415,13,fine_concrete,21,55
416,34,soft_pvc,23,16
417,10,wood,19,33
418,23,wood,1,7
419,31,concrete,32,48
420,3,soft_pvc,18,55
421,21,soft_tiles,28,36
422,11,tiled,31,35
423,6,soft_pvc,18,33
424,18,soft_pvc,18,179
425,22,soft_tiles,12,47
426,16,hard_tiles_large_space,29,4
427,12,concrete,8,7
428,0,concrete,2,30
429,1,tiled,31,58
430,6,soft_pvc,18,41
431,1,tiled,31,71
432,33,hard_tiles_large_space,9,1
433,34,soft_pvc,23,17
434,18,soft_pvc,18,193
435,26,soft_pvc,18,155
436,14,wood,30,3
437,34,soft_pvc,24,41
438,20,concrete,25,67
439,15,soft_tiles,14,38
440,9,soft_tiles,0,36
441,35,fine_concrete,10,0
442,23,wood,1,33
443,16,hard_tiles_large_space,29,43
444,3,soft_pvc,18,50
445,9,soft_tiles,0,23
446,10,wood,19,12
447,23,wood,30,24
448,22,soft_tiles,12,5
449,12,concrete,8,21
450,1,tiled,31,59
451,34,soft_pvc,23,18
452,9,soft_tiles,0,3
453,3,soft_pvc,18,101
454,9,soft_tiles,4,7
455,21,soft_tiles,28,14
456,19,soft_pvc,7,19
457,16,hard_tiles_large_space,29,34
458,21,soft_tiles,28,67
459,27,hard_tiles,27,6
460,15,soft_tiles,14,4
461,10,wood,19,24
462,16,hard_tiles_large_space,29,15
463,22,soft_tiles,12,38
464,34,soft_pvc,23,27
465,26,soft_pvc,18,107
466,20,concrete,11,0
467,34,soft_pvc,23,15
468,9,soft_tiles,0,38
469,31,concrete,32,32
470,32,concrete,25,19
471,31,concrete,32,38
472,6,soft_pvc,18,27
473,10,wood,20,20
474,22,soft_tiles,12,55
475,13,fine_concrete,21,29
476,11,tiled,31,2
477,29,soft_pvc,6,22
478,22,soft_tiles,12,22
479,12,concrete,8,23
480,4,soft_tiles,0,86
481,11,tiled,31,23
482,19,soft_pvc,7,40
483,23,wood,1,19
484,1,tiled,31,76
485,4,soft_tiles,0,47
486,13,fine_concrete,21,1
487,20,concrete,25,86
488,8,tiled,26,66
489,35,fine_concrete,10,10
490,34,soft_pvc,24,15
491,34,soft_pvc,24,6
492,32,concrete,25,9
493,35,fine_concrete,10,2
494,20,concrete,25,56
495,20,concrete,25,51
496,8,tiled,26,72
497,22,soft_tiles,12,46
498,32,concrete,25,39
499,7,carpet,17,25
500,34,soft_pvc,24,17
501,21,soft_tiles,28,35
502,17,soft_tiles,28,10
503,19,soft_pvc,7,3
504,9,soft_tiles,0,4
505,22,soft_tiles,12,41
506,25,carpet,22,34
507,35,fine_concrete,10,42
508,4,soft_tiles,0,76
509,3,soft_pvc,18,92
510,12,concrete,8,8
511,22,soft_tiles,12,0
512,0,concrete,2,1
513,29,soft_pvc,6,4
514,11,tiled,31,20
515,23,wood,1,1
516,35,fine_concrete,10,54
517,31,concrete,32,15
518,6,soft_pvc,18,8
519,13,fine_concrete,21,52
520,7,carpet,17,14
521,35,fine_concrete,10,26
522,23,wood,1,41
523,31,concrete,32,47
524,31,concrete,32,17
525,21,soft_tiles,28,31
526,14,wood,30,8
527,27,hard_tiles,27,12
528,7,carpet,17,31
529,11,tiled,31,47
530,14,wood,16,2
531,14,wood,7,61
532,10,wood,19,10
533,16,hard_tiles_large_space,29,11
534,29,soft_pvc,6,12
535,0,concrete,2,20
536,14,wood,7,60
537,5,concrete,13,0
538,10,wood,19,3
539,6,soft_pvc,18,16
540,33,hard_tiles_large_space,9,37
541,4,soft_tiles,0,46
542,26,soft_pvc,18,118
543,15,soft_tiles,14,25
544,6,soft_pvc,18,5
545,3,soft_pvc,18,67
546,10,wood,19,15
547,33,hard_tiles_large_space,9,27
548,16,hard_tiles_large_space,29,44
549,10,wood,19,16
550,15,soft_tiles,14,53
551,2,wood,3,7
552,15,soft_tiles,14,15
553,6,soft_pvc,18,46
554,18,soft_pvc,18,195
555,16,hard_tiles_large_space,29,31
556,26,soft_pvc,18,106
557,11,tiled,31,41
558,33,hard_tiles_large_space,9,47
559,1,tiled,31,70
560,33,hard_tiles_large_space,9,30
561,28,tiled,26,30
562,12,concrete,8,30
563,35,fine_concrete,10,32
564,31,concrete,32,45
565,29,soft_pvc,6,32
566,27,hard_tiles,27,11
567,3,soft_pvc,18,89
568,4,soft_tiles,0,62
569,10,wood,19,31
570,12,concrete,8,27
571,17,soft_tiles,28,8
572,7,carpet,17,41
573,14,wood,30,19
574,19,soft_pvc,7,28
575,32,concrete,25,46
576,20,concrete,25,52
577,9,soft_tiles,0,21
578,12,concrete,8,43
579,14,wood,7,66
580,7,carpet,17,23
581,9,soft_tiles,4,9
582,22,soft_tiles,12,15
583,8,tiled,26,64
584,2,wood,3,6
585,31,concrete,32,53
586,12,concrete,8,2
587,27,hard_tiles,27,2
588,14,wood,7,65
589,13,fine_concrete,21,23
590,35,fine_concrete,10,46
591,16,hard_tiles_large_space,29,37
592,22,soft_tiles,12,44
593,18,soft_pvc,18,168
594,16,hard_tiles_large_space,29,18
595,22,soft_tiles,12,6
596,8,tiled,26,69
597,4,soft_tiles,0,70
598,16,hard_tiles_large_space,29,20
599,20,concrete,25,60
600,13,fine_concrete,21,7
601,35,fine_concrete,10,43
602,32,concrete,25,37
603,25,carpet,22,16
604,19,soft_pvc,7,9
605,11,tiled,31,31
606,14,wood,16,1
607,1,tiled,31,67
608,31,concrete,32,50
609,6,soft_pvc,18,31
610,26,soft_pvc,18,158
611,34,soft_pvc,24,14
612,26,soft_pvc,18,133
613,7,carpet,17,35
614,2,wood,3,5
615,22,soft_tiles,12,7
616,33,hard_tiles_large_space,9,8
617,32,concrete,2,7
618,11,tiled,31,55
619,31,concrete,32,39
620,9,soft_tiles,4,6
621,1,tiled,31,77
622,23,wood,1,44
623,20,concrete,25,73
624,24,wood,1,48
625,13,fine_concrete,21,34
626,11,tiled,31,9
627,9,soft_tiles,0,42
628,2,wood,3,17
629,19,soft_pvc,7,34
630,12,concrete,8,50
631,29,soft_pvc,6,41
632,29,soft_pvc,6,50
633,7,carpet,17,32
634,15,soft_tiles,14,0
635,3,soft_pvc,18,79
636,1,tiled,31,86
637,4,soft_tiles,0,53
638,20,concrete,25,79
639,18,soft_pvc,18,208
640,26,soft_pvc,18,160
641,13,fine_concrete,21,13
642,18,soft_pvc,18,191
643,12,concrete,8,11
644,9,soft_tiles,0,28
645,33,hard_tiles_large_space,9,44
646,34,soft_pvc,24,29
647,32,concrete,25,28
648,29,soft_pvc,6,43
649,3,soft_pvc,18,74
650,4,soft_tiles,0,91
651,33,hard_tiles_large_space,9,49
652,8,tiled,26,84
653,12,concrete,8,9
654,32,concrete,25,48
655,35,fine_concrete,10,14
656,28,tiled,26,5
657,34,soft_pvc,24,1
658,16,hard_tiles_large_space,29,3
659,15,soft_tiles,14,26
660,20,concrete,25,58
661,25,carpet,22,43
662,15,soft_tiles,14,22
663,9,soft_tiles,4,12
664,25,carpet,22,31
665,25,carpet,15,2
666,33,hard_tiles_large_space,9,50
667,11,tiled,31,53
668,34,soft_pvc,24,37
669,15,soft_tiles,14,55
670,25,carpet,15,1
671,10,wood,20,12
672,19,soft_pvc,23,6
673,7,carpet,17,38
674,10,wood,19,22
675,35,fine_concrete,10,5
676,19,soft_pvc,7,20
677,22,soft_tiles,12,19
678,26,soft_pvc,18,120
679,32,concrete,25,6
680,32,concrete,25,32
681,8,tiled,26,67
682,21,soft_tiles,28,60
683,3,soft_pvc,18,104
684,6,soft_pvc,18,20
685,26,soft_pvc,18,132
686,20,concrete,25,72
687,34,soft_pvc,24,19
688,28,tiled,26,6
689,11,tiled,31,52
690,35,fine_concrete,10,50
691,21,soft_tiles,28,51
692,11,tiled,31,17
693,3,soft_pvc,18,84
694,12,concrete,8,35
695,10,wood,19,30
696,28,tiled,26,11
697,35,fine_concrete,10,24
698,18,soft_pvc,18,186
699,3,soft_pvc,18,66
700,6,soft_pvc,18,35
701,29,soft_pvc,6,5
702,22,soft_tiles,12,23
703,32,concrete,25,42
704,25,carpet,15,4
705,35,fine_concrete,10,27
706,22,soft_tiles,12,27
707,32,concrete,25,35
708,10,wood,20,7
709,25,carpet,22,36
710,26,soft_pvc,18,119
711,18,soft_pvc,18,200
712,26,soft_pvc,18,116
713,25,carpet,22,38
714,34,soft_pvc,24,39
715,22,soft_tiles,12,26
716,35,fine_concrete,10,28
717,8,tiled,26,47
718,25,carpet,22,23
719,26,soft_pvc,18,138
720,21,soft_tiles,28,21
721,7,carpet,17,28
722,0,concrete,2,4
723,33,hard_tiles_large_space,9,19
724,14,wood,7,54
725,25,carpet,15,0
726,10,wood,19,21
727,14,wood,16,0
728,34,soft_pvc,23,14
729,16,hard_tiles_large_space,29,30
730,32,concrete,25,26
731,4,soft_tiles,0,90
732,23,wood,1,43
733,9,soft_tiles,0,39
734,31,concrete,32,33
735,14,wood,30,4
736,10,wood,19,17
737,35,fine_concrete,10,21
738,18,soft_pvc,18,202
739,31,concrete,32,25
740,4,soft_tiles,0,58
741,35,fine_concrete,10,40
742,15,soft_tiles,14,16
743,10,wood,19,20
744,12,concrete,8,38
745,27,hard_tiles,27,7
746,6,soft_pvc,18,23
747,11,tiled,31,16
748,0,concrete,2,53
749,9,soft_tiles,4,10
750,35,fine_concrete,10,55
751,34,soft_pvc,24,12
752,13,fine_concrete,21,18
753,33,hard_tiles_large_space,9,6
754,23,wood,1,27
755,19,soft_pvc,7,18
756,15,soft_tiles,14,33
757,9,soft_tiles,0,1
758,20,concrete,5,7
759,9,soft_tiles,0,9
760,4,soft_tiles,0,63
761,13,fine_concrete,21,56
762,28,tiled,26,12
763,4,soft_tiles,0,79
764,0,concrete,2,61
765,0,concrete,2,12
766,1,tiled,31,75
767,21,soft_tiles,28,15
768,19,soft_pvc,7,36
769,10,wood,19,9
770,2,wood,3,13
771,20,concrete,11,3
772,0,concrete,2,26
773,4,soft_tiles,0,94
774,10,wood,20,5
775,34,soft_pvc,24,23
776,4,soft_tiles,0,88
777,12,concrete,8,24
778,35,fine_concrete,10,29
779,28,tiled,26,4
780,14,wood,30,9
781,3,soft_pvc,18,64
782,29,soft_pvc,6,49
783,23,wood,1,17
784,19,soft_pvc,7,7
785,16,hard_tiles_large_space,29,13
786,11,tiled,31,42
787,16,hard_tiles_large_space,29,16
788,18,soft_pvc,18,177
789,8,tiled,26,58
790,35,fine_concrete,10,17
791,10,wood,19,4
792,20,concrete,25,61
793,21,soft_tiles,28,24
794,18,soft_pvc,18,203
795,35,fine_concrete,10,30
796,7,carpet,17,0
797,33,hard_tiles_large_space,9,53
798,27,hard_tiles,27,18
799,6,soft_pvc,18,0
800,29,soft_pvc,6,9
801,31,concrete,32,21
802,7,carpet,17,55
803,22,soft_tiles,12,2
804,27,hard_tiles,27,8
805,17,soft_tiles,28,7
806,11,tiled,31,40
807,33,hard_tiles_large_space,9,17
808,18,soft_pvc,18,172
809,29,soft_pvc,6,56
810,31,concrete,32,28
811,11,tiled,31,24
812,14,wood,7,68
813,1,tiled,31,89
814,13,fine_concrete,21,47
815,28,tiled,26,2
816,2,wood,3,8
817,32,concrete,25,43
818,19,soft_pvc,7,1
819,21,soft_tiles,28,64
820,1,tiled,31,64
821,14,wood,7,43
822,22,soft_tiles,12,35
823,13,fine_concrete,21,14
824,25,carpet,22,40
825,3,soft_pvc,18,60
826,27,hard_tiles,27,13
827,3,soft_pvc,18,96
828,32,concrete,25,8
829,23,wood,1,29
830,21,soft_tiles,28,44
831,29,soft_pvc,6,38
832,4,soft_tiles,0,55
833,28,tiled,26,32
834,31,concrete,32,51
835,10,wood,19,0
836,13,fine_concrete,21,25
837,1,tiled,31,69
838,15,soft_tiles,14,35
839,0,concrete,2,28
840,13,fine_concrete,21,46
841,18,soft_pvc,18,164
842,6,soft_pvc,18,7
843,33,hard_tiles_large_space,9,14
844,4,soft_tiles,0,100
845,33,hard_tiles_large_space,9,26
846,0,concrete,2,32
847,8,tiled,26,82
848,2,wood,3,4
849,9,soft_tiles,0,20
850,19,soft_pvc,23,7
851,0,concrete,2,52
852,3,soft_pvc,18,69
853,16,hard_tiles_large_space,29,17
854,20,concrete,5,6
855,29,soft_pvc,6,19
856,8,tiled,26,79
857,14,wood,7,53
858,34,soft_pvc,24,34
859,33,hard_tiles_large_space,9,28
860,26,soft_pvc,18,161
861,12,concrete,8,53
862,12,concrete,8,45
863,7,carpet,17,16
864,22,soft_tiles,12,51
865,32,concrete,25,7
866,13,fine_concrete,21,39
867,14,wood,16,3
868,25,carpet,22,22
869,22,soft_tiles,12,10
870,0,concrete,2,58
871,3,soft_pvc,18,61
872,8,tiled,26,42
873,19,soft_pvc,23,10
874,15,soft_tiles,14,47
875,32,concrete,25,31
876,18,soft_pvc,18,176
877,10,wood,19,32
878,10,wood,19,8
879,6,soft_pvc,18,32
880,16,hard_tiles_large_space,29,5
881,19,soft_pvc,7,22
882,31,concrete,32,9
883,34,soft_pvc,24,28
884,21,soft_tiles,28,26
885,32,concrete,25,20
886,33,hard_tiles_large_space,9,36
887,22,soft_tiles,12,49
888,9,soft_tiles,0,33
889,25,carpet,22,24
890,8,tiled,26,41
891,34,soft_pvc,24,11
892,22,soft_tiles,12,31
893,12,concrete,8,44
894,21,soft_tiles,28,55
895,1,tiled,31,65
896,34,soft_pvc,23,26
897,31,concrete,32,40
898,23,wood,1,25
899,33,hard_tiles_large_space,9,2
900,33,hard_tiles_large_space,9,46
901,8,tiled,26,63
902,0,concrete,2,13
903,23,wood,30,26
904,18,soft_pvc,18,212
905,34,soft_pvc,23,20
906,10,wood,19,13
907,1,tiled,31,60
908,20,concrete,11,6
909,26,soft_pvc,18,123
910,4,soft_tiles,0,82
911,10,wood,20,0
912,15,soft_tiles,14,42
913,22,soft_tiles,12,14
914,34,soft_pvc,24,8
915,7,carpet,17,53
916,6,soft_pvc,18,18
917,33,hard_tiles_large_space,9,38
918,7,carpet,17,1
919,28,tiled,26,24
920,17,soft_tiles,28,2
921,20,concrete,25,54
922,6,soft_pvc,18,42
923,0,concrete,2,59
924,31,concrete,32,46
925,19,soft_pvc,7,37
926,32,concrete,25,1
927,10,wood,20,13
928,11,tiled,31,10
929,23,wood,1,5
930,35,fine_concrete,10,13
931,29,soft_pvc,6,10
932,6,soft_pvc,18,43
933,0,concrete,2,63
934,13,fine_concrete,21,12
935,7,carpet,17,2
936,15,soft_tiles,14,44
937,20,concrete,5,8
938,32,concrete,25,27
939,18,soft_pvc,18,162
940,21,soft_tiles,28,47
941,34,soft_pvc,24,4
942,8,tiled,26,48
943,4,soft_tiles,0,56
944,11,tiled,31,19
945,32,concrete,2,6
946,13,fine_concrete,21,15
947,6,soft_pvc,18,21
948,19,soft_pvc,7,25
949,25,carpet,22,35
950,26,soft_pvc,18,141
951,19,soft_pvc,7,13
952,19,soft_pvc,7,26
953,6,soft_pvc,18,39
954,25,carpet,22,21
955,18,soft_pvc,18,174
956,10,wood,20,19
957,14,wood,7,49
958,13,fine_concrete,21,2
959,29,soft_pvc,6,18
960,18,soft_pvc,18,184
961,8,tiled,26,87
962,19,soft_pvc,23,12
963,29,soft_pvc,6,26
964,26,soft_pvc,18,113
965,23,wood,1,2
966,29,soft_pvc,6,54
967,31,concrete,32,41
968,31,concrete,32,16
969,7,carpet,17,49
970,26,soft_pvc,18,139
971,8,tiled,26,76
972,5,concrete,13,6
973,3,soft_pvc,18,102
974,14,wood,7,44
975,23,wood,1,26
976,4,soft_tiles,0,52
977,31,concrete,32,31
978,15,soft_tiles,14,20
979,25,carpet,22,6
980,3,soft_pvc,18,103
981,10,wood,20,8
982,14,wood,30,18
983,26,soft_pvc,18,127
984,8,tiled,26,68
985,35,fine_concrete,10,37
986,19,soft_pvc,7,17
987,32,concrete,25,41
988,32,concrete,25,10
989,9,soft_tiles,0,12
990,18,soft_pvc,18,218
991,25,carpet,22,2
992,26,soft_pvc,18,148
993,35,fine_concrete,10,52
994,14,wood,7,63
995,11,tiled,31,50
996,13,fine_concrete,21,26
997,9,soft_tiles,0,18
998,8,tiled,26,83
999,15,soft_tiles,14,3
1000,28,tiled,26,1
1001,16,hard_tiles_large_space,29,7
1002,15,soft_tiles,14,51
1003,32,concrete,25,22
1004,8,tiled,26,46
1005,35,fine_concrete,10,53
1006,32,concrete,25,11
1007,0,concrete,2,40
1008,13,fine_concrete,21,40
1009,21,soft_tiles,28,59
