series_id,surface
251,wood
252,wood
253,wood
254,concrete
255,hard_tiles_large_space
256,wood
257,soft_pvc
258,wood
259,soft_tiles
260,concrete
261,soft_pvc
262,concrete
263,concrete
264,concrete
265,wood
266,hard_tiles_large_space
267,soft_pvc
268,carpet
269,fine_concrete
270,fine_concrete
271,concrete
272,concrete
273,hard_tiles_large_space
274,soft_pvc
275,wood
276,tiled
277,concrete
278,fine_concrete
279,concrete
280,concrete
281,concrete
282,wood
283,fine_concrete
284,soft_pvc
285,hard_tiles_large_space
286,soft_pvc
287,concrete
288,carpet
289,tiled
290,hard_tiles_large_space
291,hard_tiles_large_space
292,soft_tiles
293,concrete
294,concrete
295,soft_pvc
296,soft_pvc
297,wood
298,soft_tiles
299,soft_pvc
300,tiled
301,soft_pvc
302,hard_tiles_large_space
303,wood
304,hard_tiles_large_space
305,soft_pvc
306,tiled
307,wood
308,carpet
309,concrete
310,wood
311,fine_concrete
312,soft_tiles
313,soft_pvc
314,concrete
315,wood
316,concrete
317,wood
318,tiled
319,concrete
320,wood
321,soft_pvc
322,tiled
323,concrete
324,tiled
325,concrete
326,hard_tiles_large_space
327,wood
328,soft_tiles
329,wood
330,hard_tiles_large_space
331,soft_pvc
332,tiled
333,soft_pvc
334,concrete
335,concrete
336,concrete
337,carpet
338,soft_pvc
339,wood
340,soft_pvc
341,hard_tiles_large_space
342,concrete
343,concrete
344,concrete
345,carpet
346,fine_concrete
347,fine_concrete
348,concrete
349,concrete
350,wood
351,soft_pvc
352,soft_pvc
353,wood
354,wood
355,soft_pvc
356,soft_pvc
357,concrete
358,wood
359,soft_tiles
360,tiled
361,concrete
362,concrete
363,concrete
364,tiled
365,wood
366,wood
367,wood
368,fine_concrete
369,concrete
370,concrete
371,hard_tiles_large_space
372,wood
373,concrete
374,tiled
375,wood
376,soft_tiles
377,tiled
378,concrete
379,soft_pvc
380,soft_tiles
381,concrete
382,wood
383,wood
384,fine_concrete
385,hard_tiles_large_space
386,soft_tiles
387,concrete
388,tiled
389,tiled
390,concrete
391,hard_tiles_large_space
392,concrete
393,soft_tiles
394,concrete
395,soft_tiles
396,soft_tiles
397,soft_pvc
398,concrete
399,hard_tiles_large_space
400,hard_tiles_large_space
401,wood
402,carpet
403,concrete
404,concrete
405,concrete
406,tiled
407,soft_pvc
408,fine_concrete
409,soft_pvc
410,wood
411,wood
412,wood
413,wood
414,wood
415,wood
416,soft_pvc
417,soft_pvc
418,concrete
419,tiled
420,wood
421,wood
422,tiled
423,fine_concrete
424,concrete
425,soft_pvc
426,soft_pvc
427,soft_tiles
428,hard_tiles_large_space
429,concrete
430,wood
431,tiled
432,soft_pvc
433,hard_tiles_large_space
434,concrete
435,wood
436,concrete
437,soft_tiles
438,concrete
439,hard_tiles_large_space
440,concrete
441,soft_tiles
442,soft_pvc
443,wood
444,wood
445,wood
446,hard_tiles_large_space
447,hard_tiles_large_space
448,hard_tiles_large_space
449,concrete
450,wood
451,concrete
452,wood
453,wood
454,soft_tiles
455,wood
456,concrete
457,soft_pvc
458,soft_pvc
459,wood
460,soft_tiles
461,wood
462,tiled
463,wood
464,fine_concrete
465,concrete
466,concrete
467,concrete
468,fine_concrete
469,concrete
470,hard_tiles_large_space
471,carpet
472,soft_tiles
473,tiled
474,soft_tiles
475,concrete
476,concrete
477,concrete
478,concrete
479,fine_concrete
480,soft_pvc
481,concrete
482,concrete
483,concrete
484,concrete
485,soft_tiles
486,soft_tiles
487,concrete
488,fine_concrete
489,concrete
490,carpet
491,soft_pvc
492,concrete
493,concrete
494,fine_concrete
495,concrete
496,wood
497,wood
498,concrete
499,wood
500,concrete
501,wood
502,tiled
503,soft_tiles
504,hard_tiles_large_space
505,fine_concrete
506,wood
507,concrete
508,concrete
509,soft_pvc
510,concrete
511,wood
512,concrete
513,soft_tiles
514,wood
515,carpet
516,soft_pvc
517,wood
518,tiled
519,wood
520,soft_pvc
521,concrete
522,hard_tiles_large_space
523,hard_tiles_large_space
524,soft_pvc
525,hard_tiles_large_space
526,wood
527,soft_tiles
528,wood
529,concrete
530,soft_pvc
531,tiled
532,wood
533,fine_concrete
534,concrete
535,wood
536,concrete
537,wood
538,concrete
539,wood
540,wood
541,wood
542,soft_pvc
543,concrete
544,soft_tiles
545,concrete
546,wood
547,soft_pvc
548,concrete
549,wood
550,carpet
551,concrete
552,concrete
553,concrete
554,wood
555,concrete
556,wood
557,carpet
558,hard_tiles_large_space
559,soft_pvc
560,fine_concrete
561,fine_concrete
562,soft_pvc
563,wood
564,soft_pvc
565,soft_pvc
566,soft_pvc
567,carpet
568,wood
569,tiled
570,tiled
571,tiled
572,soft_pvc
573,soft_pvc
574,wood
575,hard_tiles_large_space
576,concrete
577,concrete
578,tiled
579,concrete
580,soft_tiles
581,concrete
582,carpet
583,soft_pvc
584,concrete
585,fine_concrete
586,fine_concrete
587,soft_pvc
588,fine_concrete
589,concrete
590,tiled
591,tiled
592,fine_concrete
593,concrete
594,hard_tiles_large_space
595,soft_tiles
596,wood
597,wood
598,tiled
599,concrete
600,wood
601,tiled
602,concrete
603,soft_tiles
604,wood
605,wood
606,concrete
607,wood
608,wood
609,soft_pvc
610,hard_tiles_large_space
611,wood
612,wood
613,wood
614,fine_concrete
615,fine_concrete
616,hard_tiles_large_space
617,carpet
618,soft_pvc
619,carpet
620,concrete
621,concrete
622,soft_pvc
623,concrete
624,soft_tiles
625,hard_tiles_large_space
626,wood
627,soft_pvc
628,concrete
629,soft_pvc
630,concrete
631,wood
632,soft_tiles
633,concrete
634,carpet
635,concrete
636,soft_pvc
637,concrete
638,soft_tiles
639,concrete
640,soft_pvc
641,soft_tiles
642,concrete
643,tiled
644,soft_tiles
645,wood
646,hard_tiles_large_space
647,concrete
648,soft_pvc
649,hard_tiles_large_space
650,wood
651,fine_concrete
652,concrete
653,soft_tiles
654,soft_pvc
655,wood
656,tiled
657,wood
658,soft_tiles
659,concrete
660,soft_pvc
661,concrete
662,wood
663,concrete
664,wood
665,carpet
666,concrete
667,tiled
668,concrete
669,wood
670,fine_concrete
671,fine_concrete
672,tiled
673,concrete
674,soft_tiles
675,tiled
676,wood
677,concrete
678,concrete
679,concrete
680,wood
681,carpet
682,concrete
683,soft_tiles
684,soft_tiles
685,wood
686,concrete
687,soft_pvc
688,soft_pvc
689,wood
690,tiled
691,concrete
692,wood
693,concrete
694,hard_tiles_large_space
695,soft_tiles
696,fine_concrete
697,soft_tiles
698,carpet
699,fine_concrete
700,concrete
701,concrete
702,soft_pvc
703,soft_pvc
704,concrete
705,hard_tiles_large_space
706,wood
707,soft_pvc
708,hard_tiles_large_space
709,soft_pvc
710,wood
711,tiled
712,concrete
713,concrete
714,fine_concrete
715,hard_tiles_large_space
716,concrete
717,concrete
718,tiled
719,concrete
720,soft_tiles
721,soft_pvc
722,soft_pvc
723,concrete
724,hard_tiles_large_space
725,concrete
726,concrete
727,tiled
728,soft_pvc
729,wood
730,tiled
731,hard_tiles_large_space
732,wood
733,concrete
734,concrete
735,concrete
736,concrete
737,wood
738,wood
739,soft_pvc
740,hard_tiles_large_space
741,fine_concrete
742,concrete
743,hard_tiles_large_space
744,concrete
745,hard_tiles_large_space
746,concrete
747,concrete
748,concrete
749,fine_concrete
750,soft_tiles
751,wood
752,concrete
753,concrete
754,soft_pvc
755,soft_tiles
756,concrete
757,soft_tiles
758,wood
759,concrete
760,fine_concrete
761,soft_tiles
762,concrete
763,soft_pvc
764,concrete
765,hard_tiles_large_space
766,tiled
767,concrete
768,soft_tiles
769,fine_concrete
770,hard_tiles_large_space
771,concrete
772,fine_concrete
773,wood
774,carpet
775,soft_pvc
776,fine_concrete
777,concrete
778,carpet
779,concrete
780,soft_pvc
781,concrete
782,concrete
783,hard_tiles_large_space
784,soft_tiles
785,soft_pvc
786,soft_pvc
787,fine_concrete
788,soft_tiles
789,concrete
790,wood
791,wood
792,soft_tiles
793,concrete
794,wood
795,hard_tiles_large_space
796,hard_tiles_large_space
797,wood
798,concrete
799,concrete
800,soft_pvc
801,concrete
802,wood
803,concrete
804,wood
805,fine_concrete
806,wood
807,soft_tiles
808,concrete
809,concrete
810,soft_pvc
811,wood
812,soft_tiles
813,concrete
814,carpet
815,concrete
816,wood
817,concrete
818,hard_tiles_large_space
819,soft_pvc
820,carpet
821,concrete
822,concrete
823,wood
824,concrete
825,wood
826,concrete
827,concrete
828,hard_tiles_large_space
829,concrete
830,wood
831,concrete
832,soft_tiles
833,wood
834,soft_tiles
835,concrete
836,soft_pvc
837,soft_pvc
838,wood
839,soft_pvc
840,soft_tiles
841,hard_tiles_large_space
842,soft_pvc
843,carpet
844,soft_pvc
845,concrete
846,wood
847,concrete
848,tiled
849,hard_tiles_large_space
850,fine_concrete
851,wood
852,hard_tiles_large_space
853,concrete
854,concrete
855,concrete
856,soft_tiles
857,fine_concrete
858,soft_pvc
859,concrete
860,hard_tiles_large_space
861,soft_tiles
862,fine_concrete
863,wood
864,carpet
865,concrete
866,concrete
867,soft_tiles
868,concrete
869,wood
870,soft_tiles
871,concrete
872,tiled
873,tiled
874,hard_tiles_large_space
875,carpet
876,tiled
877,fine_concrete
878,tiled
879,hard_tiles_large_space
880,soft_pvc
881,wood
882,concrete
883,wood
884,concrete
885,wood
886,concrete
887,tiled
888,hard_tiles_large_space
889,soft_pvc
890,tiled
891,tiled
892,soft_pvc
893,concrete
894,hard_tiles_large_space
895,soft_pvc
896,concrete
897,concrete
898,tiled
899,fine_concrete
900,wood
901,soft_pvc
902,hard_tiles_large_space
903,hard_tiles_large_space
904,tiled
905,wood
906,wood
907,wood
908,hard_tiles_large_space
909,wood
910,concrete
911,concrete
912,wood
913,fine_concrete
914,wood
915,wood
916,wood
917,soft_pvc
918,soft_tiles
919,soft_tiles
920,soft_pvc
921,soft_pvc
922,hard_tiles_large_space
923,hard_tiles_large_space
924,concrete
925,concrete
926,soft_pvc
927,wood
928,wood
929,soft_pvc
930,wood
931,tiled
932,wood
933,concrete
934,hard_tiles_large_space
935,wood
936,soft_pvc
937,concrete
938,concrete
939,wood
940,concrete
941,tiled
942,soft_pvc
943,carpet
944,soft_tiles
945,hard_tiles_large_space
946,wood
947,soft_pvc
948,soft_pvc
949,hard_tiles_large_space
950,concrete
951,soft_pvc
952,fine_concrete
953,fine_concrete
954,concrete
955,soft_pvc
956,concrete
957,wood
958,soft_tiles
959,soft_pvc
960,soft_pvc
961,soft_pvc
962,tiled
963,soft_pvc
964,soft_pvc
965,concrete
966,concrete
967,soft_pvc
968,wood
969,wood
970,soft_pvc
971,concrete
972,wood
973,concrete
974,wood
975,concrete
976,concrete
977,fine_concrete
978,concrete
979,concrete
980,hard_tiles_large_space
981,wood
982,wood
983,concrete
984,concrete
985,wood
986,wood
987,wood
988,concrete
989,soft_pvc
990,wood
991,fine_concrete
992,concrete
993,tiled
994,concrete
995,wood
996,concrete
997,fine_concrete
998,wood
999,wood
1000,concrete
1001,concrete
1002,concrete
1003,soft_tiles
1004,concrete
1005,soft_pvc
1006,soft_pvc
1007,wood
1008,hard_tiles_large_space
1009,soft_pvc
1010,concrete
1011,concrete
1012,wood
1013,concrete
1014,concrete
1015,tiled
1016,tiled
1017,concrete
1018,wood
1019,fine_concrete
1020,soft_pvc
1021,hard_tiles_large_space
1022,wood
1023,concrete
1024,concrete
1025,carpet
1026,soft_tiles
1027,soft_pvc
1028,concrete
1029,hard_tiles_large_space
1030,fine_concrete
1031,soft_tiles
1032,concrete
1033,wood
1034,hard_tiles_large_space
1035,wood
1036,wood
1037,concrete
1038,wood
1039,hard_tiles_large_space
1040,soft_pvc
1041,concrete
1042,wood
1043,soft_pvc
1044,concrete
1045,wood
1046,soft_tiles
1047,wood
1048,concrete
1049,soft_pvc
1050,hard_tiles_large_space
1051,wood
1052,carpet
1053,concrete
1054,concrete
1055,soft_tiles
1056,wood
1057,carpet
1058,tiled
1059,wood
1060,fine_concrete
1061,soft_pvc
1062,hard_tiles_large_space
1063,hard_tiles_large_space
1064,concrete
1065,fine_concrete
1066,wood
1067,tiled
1068,wood
1069,carpet
1070,hard_tiles_large_space
1071,soft_pvc
1072,soft_pvc
1073,concrete
1074,wood
1075,carpet
1076,tiled
1077,concrete
1078,soft_pvc
1079,soft_tiles
1080,concrete
1081,hard_tiles_large_space
1082,wood
1083,fine_concrete
1084,soft_pvc
1085,tiled
1086,soft_pvc
1087,soft_tiles
1088,wood
1089,concrete
1090,hard_tiles_large_space
1091,hard_tiles_large_space
1092,soft_pvc
1093,tiled
1094,hard_tiles_large_space
1095,soft_tiles
1096,concrete
1097,wood
1098,wood
1099,concrete
1100,hard_tiles_large_space
1101,concrete
1102,tiled
1103,fine_concrete
1104,concrete
1105,fine_concrete
1106,soft_pvc
1107,hard_tiles_large_space
1108,wood
1109,carpet
1110,carpet
1111,soft_tiles
1112,concrete
1113,fine_concrete
1114,fine_concrete
1115,wood
1116,carpet
1117,concrete
1118,concrete
1119,fine_concrete
1120,tiled
1121,hard_tiles_large_space
1122,soft_pvc
1123,soft_pvc
1124,soft_pvc
1125,wood
1126,concrete
1127,hard_tiles_large_space
1128,soft_tiles
1129,concrete
1130,soft_tiles
1131,soft_pvc
1132,wood
1133,carpet
1134,concrete
1135,soft_pvc
1136,tiled
1137,soft_pvc
1138,fine_concrete
1139,concrete
1140,wood
1141,concrete
1142,soft_pvc
1143,concrete
1144,soft_pvc
1145,soft_pvc
1146,soft_tiles
1147,concrete
1148,concrete
1149,carpet
1150,concrete
1151,hard_tiles_large_space
1152,soft_tiles
1153,fine_concrete
1154,concrete
1155,concrete
1156,soft_pvc
1157,tiled
1158,carpet
1159,fine_concrete
1160,carpet
1161,carpet
1162,carpet
1163,concrete
1164,concrete
1165,wood
1166,wood
1167,concrete
1168,soft_pvc
1169,wood
1170,wood
1171,soft_pvc
1172,hard_tiles_large_space
1173,wood
1174,concrete
1175,soft_tiles
1176,hard_tiles_large_space
1177,hard_tiles_large_space
1178,wood
1179,hard_tiles_large_space
1180,wood
1181,soft_tiles
1182,fine_concrete
1183,concrete
1184,soft_tiles
1185,hard_tiles_large_space
1186,tiled
1187,soft_tiles
1188,soft_pvc
1189,soft_tiles
1190,soft_tiles
1191,soft_tiles
1192,tiled
1193,wood
1194,hard_tiles_large_space
1195,wood
1196,wood
1197,concrete
1198,fine_concrete
1199,concrete
1200,tiled
1201,concrete
1202,wood
1203,concrete
1204,concrete
1205,concrete
1206,soft_pvc
1207,concrete
1208,wood
1209,soft_tiles
1210,wood
1211,tiled
1212,fine_concrete
1213,soft_tiles
1214,concrete
1215,hard_tiles_large_space
1216,hard_tiles_large_space
1217,hard_tiles_large_space
1218,concrete
1219,concrete
1220,soft_pvc
1221,wood
1222,fine_concrete
1223,wood
1224,soft_tiles
1225,tiled
1226,soft_pvc
1227,concrete
1228,wood
1229,wood
1230,hard_tiles_large_space
1231,soft_tiles
1232,soft_pvc
1233,wood
1234,soft_pvc
1235,concrete
1236,soft_pvc
1237,wood
1238,concrete
1239,concrete
1240,concrete
1241,wood
1242,wood
1243,carpet
1244,soft_pvc
1245,tiled
1246,concrete
1247,tiled
1248,concrete
1249,concrete
1250,concrete
1251,concrete
1252,hard_tiles_large_space
1253,fine_concrete
1254,soft_pvc
1255,concrete
1256,concrete
1257,wood
1258,concrete
1259,concrete
1260,wood
1261,wood
1262,fine_concrete
1263,concrete
1264,concrete
1265,fine_concrete
1266,hard_tiles_large_space
1267,wood
1268,soft_pvc
1269,concrete
1270,carpet
1271,hard_tiles_large_space
1272,fine_concrete
1273,wood
1274,soft_pvc
1275,wood
1276,wood
1277,concrete
1278,soft_tiles
1279,concrete
1280,concrete
1281,tiled
1282,concrete
1283,hard_tiles_large_space
1284,concrete
1285,soft_pvc
1286,tiled
1287,concrete
1288,concrete
1289,concrete
1290,concrete
1291,hard_tiles_large_space
1292,hard_tiles_large_space
1293,concrete
1294,fine_concrete
1295,tiled
1296,wood
1297,soft_pvc
1298,concrete
1299,concrete
1300,wood
1301,fine_concrete
1302,concrete
1303,soft_pvc
1304,concrete
1305,concrete
1306,concrete
1307,concrete
1308,tiled
1309,concrete
1310,concrete
1311,fine_concrete
1312,concrete
1313,wood
1314,hard_tiles_large_space
1315,soft_tiles
1316,carpet
1317,hard_tiles_large_space
1318,wood
1319,carpet
1320,soft_pvc
1321,tiled
1322,soft_tiles
1323,concrete
1324,soft_pvc
1325,concrete
1326,wood
1327,wood
1328,soft_pvc
1329,concrete
1330,tiled
1331,concrete
1332,carpet
1333,concrete
1334,concrete
1335,hard_tiles_large_space
1336,soft_pvc
1337,tiled
1338,hard_tiles_large_space
1339,wood
1340,wood
1341,carpet
1342,tiled
1343,soft_tiles
1344,concrete
1345,wood
1346,soft_pvc
1347,soft_pvc
1348,tiled
1349,hard_tiles_large_space
1350,wood
1351,concrete
1352,concrete
1353,wood
1354,soft_tiles
1355,concrete
1356,wood
1357,wood
1358,concrete
1359,wood
1360,carpet
1361,hard_tiles_large_space
1362,hard_tiles_large_space
1363,soft_pvc
1364,concrete
1365,tiled
1366,hard_tiles_large_space
1367,hard_tiles_large_space
1368,tiled
1369,soft_tiles
1370,soft_pvc
1371,soft_pvc
1372,tiled
1373,soft_tiles
1374,concrete
1375,wood
1376,concrete
1377,wood
1378,wood
1379,tiled
1380,fine_concrete
1381,soft_pvc
1382,soft_pvc
1383,hard_tiles_large_space
1384,wood
1385,wood
1386,concrete
1387,fine_concrete
1388,soft_pvc
1389,carpet
1390,fine_concrete
1391,wood
1392,fine_concrete
1393,fine_concrete
1394,soft_pvc
1395,concrete
1396,carpet
1397,concrete
1398,concrete
1399,hard_tiles_large_space
1400,soft_tiles
1401,concrete
1402,soft_pvc
1403,soft_pvc
1404,hard_tiles_large_space
1405,concrete
1406,soft_tiles
1407,concrete
1408,soft_tiles
1409,wood
1410,concrete
1411,carpet
1412,soft_pvc
1413,soft_pvc
1414,soft_pvc
1415,concrete
1416,hard_tiles_large_space
1417,wood
1418,soft_pvc
1419,tiled
1420,wood
1421,wood
1422,soft_tiles
1423,soft_pvc
1424,concrete
1425,wood
1426,soft_tiles
1427,hard_tiles_large_space
1428,carpet
1429,concrete
1430,concrete
1431,concrete
1432,concrete
1433,hard_tiles_large_space
1434,concrete
1435,wood
1436,tiled
1437,wood
1438,wood
1439,soft_pvc
1440,concrete
1441,soft_pvc
1442,soft_pvc
1443,soft_tiles
1444,soft_tiles
1445,wood
1446,soft_tiles
1447,hard_tiles_large_space
1448,concrete
1449,concrete
1450,concrete
1451,hard_tiles_large_space
1452,concrete
1453,wood
1454,wood
1455,carpet
1456,wood
1457,soft_pvc
1458,concrete
1459,concrete
1460,fine_concrete
1461,soft_pvc
1462,fine_concrete
1463,soft_tiles
1464,wood
1465,tiled
1466,tiled
1467,hard_tiles_large_space
1468,soft_pvc
1469,soft_pvc
1470,concrete
1471,concrete
1472,soft_pvc
1473,concrete
1474,hard_tiles_large_space
1475,wood
1476,wood
1477,fine_concrete
1478,soft_pvc
1479,concrete
1480,wood
1481,hard_tiles_large_space
1482,hard_tiles_large_space
1483,wood
1484,hard_tiles_large_space
1485,soft_pvc
1486,concrete
1487,soft_pvc
1488,tiled
1489,wood
1490,concrete
1491,concrete
1492,hard_tiles_large_space
1493,concrete
1494,fine_concrete
1495,soft_pvc
1496,tiled
1497,soft_pvc
1498,soft_pvc
1499,hard_tiles_large_space
1500,wood
1501,concrete
1502,wood
1503,wood
1504,fine_concrete
1505,concrete
1506,hard_tiles_large_space
1507,soft_pvc
1508,wood
1509,fine_concrete
1510,concrete
1511,tiled
1512,soft_tiles
1513,soft_pvc
1514,fine_concrete
1515,hard_tiles_large_space
1516,fine_concrete
1517,concrete
1518,concrete
1519,fine_concrete
1520,soft_pvc
1521,soft_tiles
1522,concrete
1523,concrete
1524,wood
1525,wood
1526,concrete
1527,wood
1528,concrete
1529,wood
1530,concrete
1531,fine_concrete
1532,concrete
1533,concrete
1534,concrete
1535,wood
1536,hard_tiles_large_space
1537,concrete
1538,wood
1539,concrete
1540,tiled
1541,concrete
1542,concrete
1543,fine_concrete
1544,soft_tiles
1545,soft_pvc
1546,tiled
1547,wood
1548,soft_tiles
1549,soft_pvc
1550,wood
1551,carpet
1552,soft_tiles
1553,fine_concrete
1554,tiled
1555,wood
1556,concrete
1557,fine_concrete
1558,soft_pvc
1559,hard_tiles_large_space
1560,hard_tiles_large_space
1561,concrete
1562,tiled
1563,soft_tiles
1564,concrete
1565,wood
1566,wood
1567,hard_tiles_large_space
1568,hard_tiles_large_space
1569,concrete
1570,concrete
1571,concrete
1572,soft_tiles
1573,concrete
1574,wood
1575,concrete
1576,soft_tiles
1577,wood
1578,tiled
1579,carpet
1580,fine_concrete
1581,soft_pvc
1582,concrete
1583,fine_concrete
1584,concrete
1585,concrete
1586,concrete
1587,tiled
1588,soft_tiles
1589,wood
1590,wood
1591,wood
1592,soft_tiles
1593,concrete
1594,wood
1595,fine_concrete
1596,soft_pvc
1597,concrete
1598,carpet
1599,wood
1600,concrete
1601,wood
1602,soft_pvc
1603,concrete
1604,fine_concrete
1605,soft_pvc
1606,soft_tiles
1607,fine_concrete
1608,fine_concrete
1609,soft_tiles
1610,soft_pvc
1611,soft_pvc
1612,soft_pvc
1613,soft_pvc
1614,fine_concrete
1615,concrete
1616,concrete
1617,carpet
1618,concrete
1619,hard_tiles_large_space
1620,soft_pvc
1621,hard_tiles_large_space
1622,tiled
1623,fine_concrete
1624,hard_tiles_large_space
1625,soft_pvc
1626,soft_tiles
1627,carpet
1628,concrete
1629,fine_concrete
1630,hard_tiles_large_space
1631,concrete
1632,concrete
1633,fine_concrete
1634,wood
1635,concrete
1636,wood
1637,wood
1638,hard_tiles_large_space
1639,wood
1640,wood
1641,wood
1642,wood
1643,fine_concrete
1644,wood
1645,soft_pvc
1646,soft_tiles
1647,concrete
1648,concrete
1649,tiled
1650,soft_tiles
1651,wood
1652,concrete
1653,hard_tiles_large_space
1654,concrete
1655,concrete
1656,concrete
1657,concrete
1658,concrete
1659,wood
1660,concrete
1661,soft_pvc
1662,concrete
1663,wood
1664,fine_concrete
1665,concrete
1666,wood
1667,concrete
1668,hard_tiles_large_space
1669,wood
1670,hard_tiles_large_space
1671,tiled
1672,wood
1673,soft_pvc
1674,wood
1675,soft_pvc
1676,wood
1677,hard_tiles_large_space
1678,concrete
1679,concrete
1680,soft_pvc
1681,wood
1682,soft_tiles
1683,concrete
1684,concrete
1685,tiled
1686,concrete
1687,concrete
1688,concrete
1689,concrete
1690,hard_tiles_large_space
1691,soft_tiles
1692,soft_pvc
1693,tiled
1694,fine_concrete
1695,carpet
1696,soft_tiles
1697,soft_pvc
1698,hard_tiles_large_space
1699,concrete
1700,concrete
1701,wood
1702,concrete
1703,soft_pvc
1704,soft_tiles
1705,concrete
1706,concrete
1707,soft_pvc
1708,wood
1709,soft_tiles
1710,concrete
1711,wood
1712,carpet
1713,wood
1714,wood
1715,carpet
1716,soft_pvc
1717,wood
1718,soft_pvc
1719,concrete
1720,concrete
1721,wood
1722,fine_concrete
1723,hard_tiles_large_space
1724,hard_tiles_large_space
1725,fine_concrete
1726,tiled
1727,tiled
1728,soft_tiles
1729,carpet
1730,hard_tiles_large_space
1731,concrete
1732,soft_tiles
1733,tiled
1734,fine_concrete
1735,wood
1736,concrete
1737,soft_tiles
1738,concrete
1739,concrete
1740,fine_concrete
1741,concrete
1742,soft_pvc
1743,concrete
1744,carpet
1745,concrete
1746,wood
1747,soft_tiles
1748,hard_tiles_large_space
1749,fine_concrete
1750,soft_pvc
1751,concrete
1752,concrete
1753,hard_tiles_large_space
1754,carpet
1755,concrete
1756,wood
1757,concrete
1758,tiled
1759,concrete
1760,carpet
1761,concrete
1762,soft_pvc
1763,wood
1764,tiled
1765,concrete
1766,wood
1767,concrete
1768,wood
1769,wood
1770,soft_tiles
1771,concrete
1772,soft_pvc
1773,soft_tiles
1774,soft_tiles
1775,concrete
1776,soft_tiles
1777,concrete
1778,concrete
1779,soft_pvc
1780,soft_pvc
1781,concrete
1782,wood
1783,concrete
1784,wood
1785,concrete
