series_id,surface
573,soft_pvc
574,wood
575,wood
576,concrete
577,concrete
578,tiled
579,concrete
580,soft_tiles
581,concrete
582,concrete
583,soft_tiles
584,concrete
585,fine_concrete
586,fine_concrete
587,soft_pvc
588,wood
589,concrete
590,tiled
591,tiled
592,soft_pvc
593,concrete
594,soft_tiles
595,concrete
596,concrete
597,wood
598,tiled
599,concrete
600,concrete
601,carpet
602,soft_pvc
603,wood
604,wood
605,concrete
606,soft_tiles
607,hard_tiles_large_space
608,concrete
609,soft_pvc
610,hard_tiles_large_space
611,soft_pvc
612,soft_pvc
613,wood
614,soft_pvc
615,concrete
616,hard_tiles_large_space
617,concrete
618,fine_concrete
619,soft_tiles
620,concrete
621,soft_pvc
622,fine_concrete
623,wood
624,concrete
625,soft_tiles
626,soft_pvc
627,soft_pvc
628,soft_tiles
629,soft_pvc
630,concrete
631,wood
632,wood
633,wood
634,carpet
635,concrete
636,soft_pvc
637,concrete
638,soft_pvc
639,hard_tiles_large_space
640,soft_pvc
641,tiled
642,concrete
643,tiled
644,soft_tiles
645,wood
646,soft_tiles
647,concrete
648,fine_concrete
649,tiled
650,wood
651,soft_tiles
652,concrete
653,fine_concrete
654,concrete
655,wood
656,tiled
657,soft_pvc
658,concrete
659,concrete
660,soft_pvc
661,concrete
662,soft_pvc
663,concrete
664,concrete
665,tiled
666,soft_pvc
667,tiled
668,soft_pvc
669,wood
670,soft_pvc
671,fine_concrete
672,tiled
673,wood
674,soft_tiles
675,carpet
676,soft_tiles
677,concrete
678,fine_concrete
679,soft_pvc
680,fine_concrete
681,concrete
682,soft_pvc
683,soft_pvc
684,soft_pvc
685,wood
686,wood
687,tiled
688,carpet
689,wood
690,tiled
691,soft_pvc
692,soft_tiles
693,wood
694,wood
695,soft_tiles
696,soft_pvc
697,wood
698,soft_tiles
699,soft_pvc
700,wood
701,concrete
702,fine_concrete
703,tiled
704,soft_tiles
705,soft_tiles
706,tiled
707,soft_pvc
708,concrete
709,soft_pvc
710,soft_tiles
711,tiled
712,hard_tiles_large_space
713,wood
714,fine_concrete
715,hard_tiles_large_space
716,concrete
717,fine_concrete
718,tiled
719,soft_pvc
720,soft_tiles
721,wood
722,wood
723,concrete
724,soft_tiles
725,concrete
726,concrete
727,wood
728,soft_pvc
729,concrete
730,tiled
731,hard_tiles_large_space
732,concrete
733,concrete
734,concrete
735,concrete
736,soft_pvc
737,hard_tiles_large_space
738,wood
739,fine_concrete
740,hard_tiles_large_space
741,soft_pvc
742,concrete
743,wood
744,wood
745,soft_pvc
746,concrete
747,concrete
748,wood
749,soft_pvc
750,soft_tiles
751,soft_tiles
752,fine_concrete
753,concrete
754,soft_tiles
755,concrete
756,soft_pvc
757,soft_tiles
758,wood
759,fine_concrete
760,fine_concrete
761,concrete
762,concrete
763,soft_pvc
764,soft_tiles
765,wood
766,wood
767,concrete
768,soft_pvc
769,fine_concrete
770,soft_pvc
771,concrete
772,concrete
773,wood
774,carpet
775,wood
776,concrete
777,soft_pvc
778,concrete
779,concrete
780,soft_pvc
781,concrete
782,wood
783,soft_tiles
784,soft_pvc
785,hard_tiles_large_space
786,soft_pvc
787,fine_concrete
788,concrete
789,wood
790,concrete
791,wood
792,soft_pvc
793,concrete
794,wood
795,wood
796,soft_pvc
797,fine_concrete
798,wood
799,concrete
800,soft_pvc
801,concrete
802,tiled
803,soft_pvc
804,concrete
805,soft_pvc
806,fine_concrete
807,tiled
808,fine_concrete
809,concrete
810,soft_pvc
811,concrete
812,soft_tiles
813,concrete
814,carpet
815,fine_concrete
816,soft_tiles
817,soft_tiles
818,soft_pvc
819,soft_pvc
820,wood
821,concrete
822,concrete
823,soft_pvc
824,concrete
825,carpet
826,soft_tiles
827,concrete
828,soft_pvc
829,wood
830,fine_concrete
831,concrete
832,hard_tiles_large_space
833,wood
834,wood
835,concrete
836,soft_pvc
837,soft_pvc
838,wood
839,fine_concrete
840,soft_pvc
841,soft_pvc
842,tiled
843,fine_concrete
844,soft_pvc
845,concrete
846,soft_pvc
847,concrete
848,tiled
849,soft_tiles
850,wood
851,soft_pvc
852,concrete
853,concrete
854,concrete
855,concrete
856,concrete
857,wood
858,soft_pvc
859,soft_pvc
860,soft_tiles
861,soft_tiles
862,wood
863,hard_tiles_large_space
864,tiled
865,concrete
866,wood
867,soft_tiles
868,concrete
869,tiled
870,soft_tiles
871,wood
872,tiled
873,tiled
874,hard_tiles_large_space
875,carpet
876,tiled
877,soft_pvc
878,tiled
879,wood
880,soft_pvc
881,wood
882,soft_tiles
883,soft_tiles
884,soft_tiles
885,wood
886,concrete
887,tiled
888,soft_pvc
889,fine_concrete
890,tiled
891,fine_concrete
892,soft_pvc
893,concrete
894,concrete
895,soft_pvc
896,wood
897,concrete
898,tiled
899,wood
900,tiled
901,soft_pvc
902,soft_pvc
903,soft_pvc
904,tiled
905,hard_tiles_large_space
906,soft_pvc
907,soft_tiles
908,wood
909,fine_concrete
910,concrete
911,concrete
912,concrete
913,concrete
914,wood
915,soft_pvc
916,soft_pvc
917,tiled
918,concrete
919,soft_tiles
920,soft_pvc
921,soft_pvc
922,hard_tiles_large_space
923,hard_tiles_large_space
924,soft_pvc
925,concrete
926,concrete
927,hard_tiles_large_space
928,wood
929,tiled
930,fine_concrete
931,tiled
932,concrete
933,concrete
934,soft_pvc
935,concrete
936,soft_pvc
937,wood
938,fine_concrete
939,wood
940,concrete
941,tiled
942,soft_pvc
943,wood
944,concrete
945,soft_pvc
946,wood
947,soft_pvc
948,tiled
949,concrete
950,concrete
951,soft_pvc
952,concrete
953,hard_tiles_large_space
954,concrete
955,tiled
956,wood
957,soft_pvc
958,soft_tiles
959,fine_concrete
960,soft_pvc
961,soft_pvc
962,tiled
963,soft_pvc
964,tiled
965,wood
966,concrete
967,soft_pvc
968,concrete
969,soft_tiles
970,soft_pvc
971,fine_concrete
972,wood
973,concrete
974,carpet
975,wood
976,concrete
977,fine_concrete
978,fine_concrete
979,concrete
980,soft_pvc
981,wood
982,wood
983,soft_tiles
984,concrete
985,hard_tiles_large_space
986,carpet
987,wood
988,concrete
989,concrete
990,concrete
991,soft_pvc
992,wood
993,concrete
994,concrete
995,wood
996,concrete
997,soft_pvc
998,tiled
999,concrete
1000,soft_pvc
1001,concrete
1002,concrete
1003,hard_tiles_large_space
1004,soft_pvc
1005,soft_pvc
1006,soft_pvc
1007,wood
1008,concrete
1009,tiled
1010,concrete
1011,concrete
1012,carpet
1013,soft_pvc
1014,concrete
1015,tiled
1016,tiled
1017,concrete
1018,wood
1019,wood
1020,wood
1021,hard_tiles_large_space
1022,tiled
1023,concrete
1024,soft_tiles
1025,carpet
1026,soft_pvc
1027,soft_pvc
1028,concrete
1029,wood
1030,concrete
1031,hard_tiles_large_space
1032,concrete
1033,soft_pvc
1034,hard_tiles_large_space
1035,carpet
1036,wood
1037,wood
1038,soft_pvc
1039,soft_pvc
1040,tiled
1041,wood
1042,soft_pvc
1043,soft_pvc
1044,wood
1045,concrete
1046,concrete
1047,fine_concrete
1048,concrete
1049,soft_pvc
1050,wood
1051,soft_pvc
1052,fine_concrete
1053,fine_concrete
1054,fine_concrete
1055,soft_tiles
1056,soft_pvc
1057,concrete
1058,wood
1059,fine_concrete
1060,wood
1061,soft_pvc
1062,hard_tiles_large_space
1063,wood
1064,concrete
1065,soft_tiles
1066,fine_concrete
1067,tiled
1068,concrete
1069,soft_tiles
1070,hard_tiles_large_space
1071,soft_pvc
1072,wood
1073,concrete
1074,wood
1075,concrete
1076,carpet
1077,concrete
1078,soft_pvc
1079,soft_tiles
1080,soft_tiles
1081,concrete
1082,concrete
1083,soft_pvc
1084,tiled
1085,tiled
1086,fine_concrete
1087,tiled
1088,wood
1089,soft_pvc
1090,soft_pvc
1091,wood
1092,tiled
1093,tiled
1094,hard_tiles_large_space
1095,concrete
1096,wood
1097,soft_pvc
1098,wood
1099,concrete
1100,soft_pvc
1101,wood
1102,soft_tiles
1103,wood
1104,concrete
1105,concrete
1106,concrete
1107,soft_pvc
1108,soft_pvc
1109,concrete
1110,soft_tiles
1111,soft_tiles
1112,wood
1113,concrete
1114,soft_pvc
1115,wood
1116,wood
1117,fine_concrete
1118,soft_pvc
1119,concrete
1120,tiled
1121,wood
1122,soft_tiles
1123,soft_pvc
1124,tiled
1125,wood
1126,concrete
1127,hard_tiles_large_space
1128,soft_pvc
1129,concrete
1130,wood
1131,soft_pvc
1132,concrete
1133,concrete
1134,soft_pvc
1135,soft_pvc
1136,tiled
1137,wood
1138,soft_tiles
1139,concrete
1140,soft_tiles
1141,concrete
1142,fine_concrete
1143,soft_pvc
1144,soft_pvc
1145,soft_pvc
1146,concrete
1147,soft_tiles
1148,concrete
1149,concrete
1150,wood
1151,concrete
1152,soft_pvc
1153,soft_pvc
1154,soft_pvc
1155,concrete
1156,soft_pvc
1157,tiled
1158,concrete
1159,wood
1160,concrete
1161,concrete
1162,concrete
1163,concrete
1164,soft_pvc
1165,wood
1166,soft_pvc
1167,wood
1168,soft_pvc
1169,wood
1170,hard_tiles_large_space
1171,wood
1172,hard_tiles_large_space
1173,wood
1174,soft_pvc
1175,wood
1176,hard_tiles_large_space
1177,wood
1178,wood
1179,fine_concrete
1180,tiled
1181,wood
1182,wood
1183,wood
1184,hard_tiles_large_space
1185,hard_tiles_large_space
1186,tiled
1187,concrete
1188,tiled
1189,soft_tiles
1190,hard_tiles_large_space
1191,soft_tiles
1192,tiled
1193,soft_tiles
1194,soft_tiles
1195,soft_pvc
1196,wood
1197,concrete
1198,wood
1199,fine_concrete
1200,tiled
1201,concrete
1202,wood
1203,concrete
1204,soft_pvc
1205,soft_tiles
1206,soft_pvc
1207,soft_tiles
1208,concrete
1209,soft_pvc
1210,concrete
1211,tiled
1212,fine_concrete
1213,soft_pvc
1214,fine_concrete
1215,wood
1216,hard_tiles_large_space
1217,hard_tiles_large_space
1218,wood
1219,wood
1220,soft_pvc
1221,concrete
1222,soft_pvc
1223,wood
1224,soft_tiles
1225,soft_pvc
1226,wood
1227,soft_pvc
1228,wood
1229,wood
1230,soft_pvc
1231,hard_tiles_large_space
1232,tiled
1233,wood
1234,hard_tiles_large_space
1235,wood
1236,soft_pvc
1237,tiled
1238,concrete
1239,concrete
1240,concrete
1241,wood
1242,concrete
1243,concrete
1244,soft_pvc
1245,tiled
1246,wood
1247,tiled
1248,concrete
1249,concrete
1250,soft_pvc
1251,concrete
1252,concrete
1253,wood
1254,soft_pvc
1255,concrete
1256,fine_concrete
1257,wood
1258,wood
1259,concrete
1260,wood
1261,concrete
1262,soft_tiles
1263,wood
1264,concrete
1265,soft_pvc
1266,hard_tiles_large_space
1267,soft_pvc
1268,soft_pvc
1269,concrete
1270,carpet
1271,hard_tiles_large_space
1272,soft_pvc
1273,wood
1274,soft_tiles
1275,fine_concrete
1276,wood
1277,concrete
1278,tiled
1279,soft_tiles
1280,concrete
1281,tiled
1282,concrete
1283,soft_pvc
1284,soft_pvc
1285,concrete
1286,tiled
1287,concrete
1288,soft_tiles
1289,soft_pvc
1290,concrete
1291,soft_pvc
1292,wood
1293,concrete
1294,hard_tiles_large_space
1295,tiled
1296,wood
1297,tiled
1298,concrete
1299,soft_tiles
1300,concrete
1301,fine_concrete
1302,carpet
1303,soft_pvc
1304,concrete
1305,soft_pvc
1306,concrete
1307,concrete
1308,fine_concrete
1309,concrete
1310,concrete
1311,soft_pvc
1312,concrete
1313,hard_tiles_large_space
1314,soft_pvc
1315,soft_tiles
1316,concrete
1317,soft_pvc
1318,wood
1319,tiled
1320,tiled
1321,carpet
1322,concrete
1323,soft_tiles
1324,soft_pvc
1325,concrete
1326,concrete
1327,concrete
1328,soft_pvc
1329,concrete
1330,tiled
1331,soft_tiles
1332,carpet
1333,concrete
1334,concrete
1335,hard_tiles_large_space
1336,carpet
1337,carpet
1338,wood
1339,soft_pvc
1340,fine_concrete
1341,carpet
1342,wood
1343,soft_tiles
1344,soft_pvc
1345,fine_concrete
1346,soft_pvc
1347,soft_pvc
1348,tiled
1349,hard_tiles_large_space
1350,hard_tiles_large_space
1351,concrete
1352,soft_pvc
1353,wood
1354,soft_tiles
1355,concrete
1356,carpet
1357,soft_pvc
1358,soft_tiles
1359,soft_pvc
1360,carpet
1361,hard_tiles_large_space
1362,hard_tiles_large_space
1363,soft_pvc
1364,concrete
1365,tiled
1366,hard_tiles_large_space
1367,soft_tiles
1368,tiled
1369,soft_pvc
1370,soft_pvc
1371,tiled
1372,wood
1373,soft_tiles
1374,soft_tiles
1375,tiled
1376,concrete
1377,tiled
1378,fine_concrete
1379,tiled
1380,concrete
1381,tiled
1382,soft_tiles
1383,concrete
1384,concrete
1385,wood
1386,concrete
1387,fine_concrete
1388,wood
1389,concrete
1390,fine_concrete
1391,concrete
1392,fine_concrete
1393,fine_concrete
1394,tiled
1395,concrete
1396,concrete
1397,concrete
1398,wood
1399,wood
1400,wood
1401,concrete
1402,soft_tiles
1403,soft_tiles
1404,soft_tiles
1405,hard_tiles_large_space
1406,concrete
1407,soft_tiles
1408,tiled
1409,soft_tiles
1410,concrete
1411,soft_pvc
1412,concrete
1413,fine_concrete
1414,soft_pvc
1415,soft_tiles
1416,soft_pvc
1417,soft_tiles
1418,wood
1419,tiled
1420,soft_pvc
1421,wood
1422,wood
1423,fine_concrete
1424,concrete
1425,soft_tiles
1426,soft_tiles
1427,hard_tiles_large_space
1428,soft_tiles
1429,soft_tiles
1430,wood
1431,concrete
1432,concrete
1433,soft_tiles
1434,fine_concrete
1435,soft_tiles
1436,tiled
1437,concrete
1438,wood
1439,wood
1440,soft_tiles
1441,soft_pvc
1442,fine_concrete
1443,tiled
1444,soft_pvc
1445,wood
1446,concrete
1447,concrete
1448,concrete
1449,fine_concrete
1450,concrete
1451,wood
1452,soft_pvc
1453,concrete
1454,wood
1455,carpet
1456,soft_pvc
1457,tiled
1458,concrete
1459,concrete
1460,soft_tiles
1461,soft_pvc
1462,concrete
1463,soft_pvc
1464,tiled
1465,tiled
1466,tiled
1467,soft_tiles
1468,soft_tiles
1469,soft_tiles
1470,wood
1471,concrete
1472,soft_pvc
1473,concrete
1474,hard_tiles_large_space
1475,concrete
1476,wood
1477,fine_concrete
1478,soft_pvc
1479,concrete
1480,concrete
1481,concrete
1482,concrete
1483,concrete
1484,soft_tiles
1485,fine_concrete
1486,soft_pvc
1487,tiled
1488,tiled
1489,wood
1490,soft_tiles
1491,wood
1492,soft_pvc
1493,wood
1494,concrete
1495,soft_pvc
1496,wood
1497,tiled
1498,soft_pvc
1499,concrete
1500,soft_pvc
1501,concrete
1502,soft_pvc
1503,concrete
1504,hard_tiles_large_space
1505,wood
1506,soft_pvc
1507,soft_pvc
1508,wood
1509,wood
1510,soft_pvc
1511,tiled
1512,soft_pvc
1513,wood
1514,concrete
1515,soft_pvc
1516,fine_concrete
1517,soft_tiles
1518,soft_pvc
1519,soft_pvc
1520,soft_tiles
1521,wood
1522,soft_tiles
1523,soft_tiles
1524,concrete
1525,tiled
1526,concrete
1527,tiled
1528,wood
1529,fine_concrete
1530,soft_pvc
1531,soft_pvc
1532,concrete
1533,soft_tiles
1534,concrete
1535,soft_tiles
1536,tiled
1537,fine_concrete
1538,wood
1539,concrete
1540,tiled
1541,concrete
1542,concrete
1543,soft_pvc
1544,soft_tiles
1545,soft_tiles
1546,concrete
1547,wood
1548,soft_tiles
1549,tiled
1550,wood
1551,concrete
1552,soft_tiles
1553,hard_tiles_large_space
1554,tiled
1555,wood
1556,soft_pvc
1557,hard_tiles_large_space
1558,concrete
1559,soft_pvc
1560,soft_tiles
1561,soft_tiles
1562,hard_tiles_large_space
1563,tiled
1564,soft_pvc
1565,concrete
1566,wood
1567,hard_tiles_large_space
1568,soft_tiles
1569,soft_pvc
1570,concrete
1571,concrete
1572,soft_tiles
1573,concrete
1574,concrete
1575,soft_tiles
1576,soft_tiles
1577,tiled
1578,tiled
1579,concrete
1580,fine_concrete
1581,soft_pvc
1582,concrete
1583,fine_concrete
1584,concrete
1585,concrete
1586,concrete
1587,carpet
1588,hard_tiles_large_space
1589,concrete
1590,tiled
1591,fine_concrete
1592,wood
1593,soft_pvc
1594,soft_tiles
1595,concrete
1596,tiled
1597,fine_concrete
1598,carpet
1599,tiled
1600,soft_pvc
1601,concrete
1602,soft_pvc
1603,soft_tiles
1604,soft_tiles
1605,soft_pvc
1606,concrete
1607,concrete
1608,tiled
1609,wood
1610,concrete
1611,soft_pvc
1612,tiled
1613,soft_pvc
1614,soft_tiles
1615,soft_tiles
1616,wood
1617,concrete
1618,fine_concrete
1619,soft_pvc
1620,soft_pvc
1621,hard_tiles_large_space
1622,tiled
1623,soft_tiles
1624,soft_tiles
1625,soft_pvc
1626,soft_tiles
1627,concrete
1628,hard_tiles_large_space
1629,concrete
1630,soft_tiles
1631,soft_tiles
1632,soft_pvc
1633,soft_pvc
1634,concrete
1635,soft_tiles
1636,soft_tiles
1637,soft_pvc
1638,hard_tiles_large_space
1639,soft_pvc
1640,wood
1641,soft_tiles
1642,concrete
1643,fine_concrete
1644,hard_tiles_large_space
1645,soft_pvc
1646,soft_tiles
1647,concrete
1648,soft_tiles
1649,wood
1650,soft_pvc
1651,hard_tiles_large_space
1652,hard_tiles_large_space
1653,soft_pvc
1654,wood
1655,wood
1656,fine_concrete
1657,wood
1658,soft_pvc
1659,wood
1660,fine_concrete
1661,soft_pvc
1662,concrete
1663,concrete
1664,fine_concrete
1665,soft_pvc
1666,carpet
1667,concrete
1668,concrete
1669,fine_concrete
1670,concrete
1671,tiled
1672,fine_concrete
1673,soft_pvc
1674,soft_tiles
1675,soft_pvc
1676,concrete
1677,soft_tiles
1678,soft_tiles
1679,concrete
1680,soft_tiles
1681,concrete
1682,concrete
1683,concrete
1684,concrete
1685,tiled
1686,tiled
1687,concrete
1688,soft_tiles
1689,concrete
1690,hard_tiles_large_space
1691,soft_tiles
1692,soft_pvc
1693,tiled
1694,wood
1695,carpet
1696,wood
1697,soft_pvc
1698,hard_tiles_large_space
1699,soft_pvc
1700,concrete
1701,carpet
1702,soft_pvc
1703,tiled
1704,soft_pvc
1705,concrete
1706,soft_pvc
1707,fine_concrete
1708,soft_pvc
1709,hard_tiles_large_space
1710,concrete
1711,soft_pvc
1712,concrete
1713,concrete
1714,concrete
1715,tiled
1716,soft_pvc
1717,wood
1718,soft_pvc
1719,soft_pvc
1720,concrete
1721,tiled
1722,concrete
1723,soft_tiles
1724,hard_tiles_large_space
1725,soft_pvc
1726,tiled
1727,soft_pvc
1728,soft_pvc
1729,concrete
1730,tiled
1731,fine_concrete
1732,concrete
1733,tiled
1734,fine_concrete
1735,concrete
1736,soft_tiles
1737,soft_pvc
1738,concrete
1739,concrete
1740,fine_concrete
1741,concrete
1742,concrete
1743,wood
1744,tiled
1745,concrete
1746,wood
1747,soft_tiles
1748,hard_tiles_large_space
1749,soft_pvc
1750,soft_pvc
1751,soft_pvc
1752,concrete
1753,tiled
1754,concrete
1755,concrete
1756,concrete
1757,soft_pvc
1758,tiled
1759,wood
1760,carpet
1761,soft_pvc
1762,concrete
1763,fine_concrete
1764,tiled
1765,concrete
1766,tiled
1767,concrete
1768,soft_pvc
1769,concrete
1770,soft_pvc
1771,wood
1772,soft_pvc
1773,concrete
1774,soft_tiles
1775,soft_pvc
1776,soft_tiles
1777,concrete
1778,carpet
1779,soft_pvc
1780,soft_pvc
1781,concrete
1782,wood
1783,soft_pvc
1784,soft_pvc
